,amount.donated.2013,amount.donated.lifetime,no.donations.lifetime,first.donated,Lat_account,Long_account,Decommisioned,TaxReturnsFiled,EstimatedPopulation,TotalWages,season,package,no.seats,section,multiple.subs,price.level,subscription_tier,Lat_sub,Long_sub,music_taste
54,0.0,0.0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
55,2500.0,8000.0,5,2009.0,37.8,-122.27,0.0,6275.0,8710.0,226586976.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
56,0.0,0.0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
57,0.0,1040.0,4,2001.0,37.75,-122.43,0.0,20682.0,26380.0,1714366157.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
58,0.0,0.0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
59,0.0,0.0,0,0.0,37.78,-122.43,0.0,17978.0,24064.0,1423434681.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
60,0.0,0.0,0,0.0,37.31,-121.93,0.0,15216.0,25327.0,836311653.0,3.0,3,2.0,0,1,3.3333333333333335,1.3333333333333333,41.23,-81.55,0.0
61,0.0,0.0,0,0.0,37.9,-122.26,0.0,6100.0,10062.0,456099830.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
62,0.0,0.0,0,0.0,37.94,-122.56,0.0,6122.0,10158.0,573733536.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
63,0.0,0.0,0,0.0,34.0,-118.43,0.0,27259.0,43203.0,1310888864.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
64,0.0,0.0,0,0.0,37.8,-122.21,0.0,13693.0,22480.0,739626317.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
65,0.0,0.0,0,0.0,34.21,-118.88,0.0,19615.0,35014.0,1023505547.0,2.0,2,1.0,7,1,4.0,0.0,38.20333333333333,-119.40249999999999,2.0
66,0.0,0.0,0,0.0,37.9,-122.26,0.0,6100.0,10062.0,456099830.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
67,0.0,0.0,0,0.0,37.86,-122.07,0.0,9889.0,14774.0,333690603.0,1.0,6,1.0,7,1,2.2104949858895013,0.5,38.15,-81.71,0.0
68,0.0,0.0,0,0.0,37.9,-122.28,0.0,6997.0,11820.0,470894772.0,6.0,3,1.5,7,1,2.1052474929447507,0.75,38.20333333333333,-119.40249999999999,0.0
69,0.0,0.0,0,0.0,37.81,-121.97,0.0,15714.0,28860.0,1401632809.0,4.0,1,2.25,8,1,2.0,2.25,38.15,-81.71,0.0
70,0.0,500.0,1,2001.0,37.86,-122.25,0.0,5468.0,6826.0,177377060.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
71,0.0,0.0,0,0.0,41.83,-87.68,0.0,33702.0,46688.0,1498879513.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
72,70.0,3295.0,33,1985.0,37.9,-122.26,0.0,6100.0,10062.0,456099830.0,22.0,1,1.7272727272727273,8,1,1.3923402253485684,1.6818181818181819,38.20333333333333,-119.40249999999999,41.0
73,0.0,3100.0,13,1985.0,37.96,-122.38,0.0,9833.0,18180.0,335224749.0,5.0,1,2.0,8,1,2.0,1.6,38.20333333333333,-119.40249999999999,0.0
74,0.0,0.0,0,0.0,40.29,-74.01,0.0,3343.0,5838.0,175716375.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
75,0.0,0.0,0,0.0,37.9,-122.28,0.0,6997.0,11820.0,470894772.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
76,0.0,2668.0,4,1998.0,38.11,-122.13,0.0,13452.0,23802.0,817913219.0,7.0,6,1.7142857142857142,8,1,2.0601414245398577,1.2857142857142858,38.15,-81.71,0.0
77,0.0,0.0,0,0.0,38.02,-122.54,0.0,14328.0,23974.0,794700161.0,2.0,1,3.0,0,1,4.0,3.0,36.876999999999995,-118.404,0.0
78,0.0,0.0,0,0.0,37.9,-122.11,0.0,13674.0,24865.0,1326368388.0,4.0,6,2.0,4,1,3.0,1.0,38.15,-81.71,1.0
79,0.0,0.0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
80,0.0,0.0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
81,0.0,0.0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
82,0.0,0.0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
83,0.0,0.0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
84,0.0,0.0,0,0.0,37.79,-122.42,0.0,30286.0,38763.0,1860031351.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
85,1500.0,4000.0,3,2011.0,37.37,-122.18,0.0,1780.0,2781.0,144669287.0,4.0,1,1.0,8,1,0.25,0.75,41.23,-81.55,32.0
86,0.0,0.0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
87,0.0,0.0,0,0.0,37.52,-122.35,0.0,12557.0,21898.0,1091668216.0,1.0,2,2.0,7,1,1.0,0.0,38.20333333333333,-119.40249999999999,1.0
88,0.0,350.0,1,1989.0,37.83,-122.1,0.0,7419.0,13735.0,699728555.0,1.0,1,2.0,8,1,2.0,2.0,38.15,-81.71,0.0
89,0.0,0.0,0,0.0,37.79,-122.42,0.0,30286.0,38763.0,1860031351.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
90,0.0,84.0,2,1987.0,37.86,-122.25,0.0,452.0,536.0,8026006.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
91,0.0,0.0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
92,0.0,0.0,0,0.0,37.86,-122.26,0.0,0.0,0.0,0.0,2.0,9,2.0,7,1,2.918160561184723,0.5,38.20333333333333,-119.40249999999999,10.0
93,0.0,50.0,1,1998.0,42.7,-84.41,0.0,9147.0,16361.0,594134248.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
94,0.0,50.0,1,1996.0,28.33,-80.62,0.0,7186.0,11185.0,223168552.0,4.0,1,1.75,4,1,2.802623746472375,1.625,37.766666666666666,-122.41681818181819,0.0
95,0.0,650.0,2,2002.0,37.76,-122.44,0.0,21795.0,27878.0,1499767165.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
96,0.0,0.0,0,0.0,37.86,-122.07,0.0,9889.0,14774.0,333690603.0,1.0,3,1.0,7,1,2.2104949858895013,0.5,38.20333333333333,-119.40249999999999,0.0
97,0.0,0.0,0,0.0,37.88,-122.29,0.0,9071.0,15637.0,483125235.0,1.0,2,2.0,7,1,4.0,0.0,38.20333333333333,-119.40249999999999,0.0
98,0.0,0.0,0,0.0,37.8,-122.41,0.0,14116.0,20583.0,747484205.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
99,0.0,0.0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
100,0.0,0.0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
101,0.0,200.0,2,1999.0,34.0,-117.12,0.0,15335.0,26330.0,845392743.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
102,0.0,0.0,0,0.0,39.76,-104.87,0.0,12660.0,17428.0,801819600.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
103,0.0,0.0,0,0.0,38.63,-122.89,0.0,8593.0,14838.0,343340891.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
104,0.0,0.0,0,0.0,37.74,-122.41,0.0,36921.0,53093.0,1906798448.0,1.0,3,2.0,0,1,4.0,1.0,37.766666666666666,-122.41681818181819,0.0
105,0.0,50.0,1,1999.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
106,0.0,951.6,18,1985.0,37.9,-122.26,0.0,6100.0,10062.0,456099830.0,14.0,1,1.0714285714285714,8,1,2.187963211262036,1.0714285714285714,38.20333333333333,-119.40249999999999,0.0
107,0.0,35.0,1,2001.0,36.61,-121.92,0.0,7865.0,12550.0,323168281.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
108,0.0,550.0,10,1995.0,37.75,-122.43,0.0,20682.0,26380.0,1714366157.0,8.0,1,1.875,0,1,4.0,1.875,37.766666666666666,-122.41681818181819,0.0
109,0.0,232.0,4,1994.0,37.95,-122.02,0.0,12522.0,21464.0,637380479.0,5.0,1,2.6,3,1,1.0,2.4,38.15,-81.71,0.0
110,0.0,0.0,0,0.0,37.57,-122.32,0.0,15438.0,25273.0,720992978.0,1.0,3,1.0,8,1,2.0,0.5,41.23,-81.55,0.0
111,0.0,0.0,0,0.0,37.37,-122.21,0.0,3484.0,6281.0,667702023.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
112,0.0,0.0,0,0.0,37.36,-122.14,0.0,9764.0,17620.0,1521495606.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
113,0.0,11700.01,5,2001.0,38.74,-123.13,0.0,1206.0,2362.0,46964904.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
114,0.0,0.0,0,0.0,37.51,-122.04,0.0,19485.0,35570.0,995924314.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
115,0.0,0.0,0,0.0,37.86,-122.07,0.0,9889.0,14774.0,333690603.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
116,0.0,0.0,0,0.0,37.36,-122.02,0.0,21695.0,37637.0,1544674273.0,1.0,1,2.0,8,1,2.0,2.0,41.23,-81.55,0.0
117,0.0,0.0,0,0.0,37.9,-122.11,0.0,13674.0,24865.0,1326368388.0,1.0,3,2.0,1,1,3.0,1.0,38.20333333333333,-119.40249999999999,0.0
118,25.0,110.0,4,2011.0,37.8,-122.21,0.0,13693.0,22480.0,739626317.0,3.0,9,2.0,7,1,4.0,1.3333333333333333,37.766666666666666,-122.41681818181819,31.0
119,0.0,10.0,1,1996.0,21.3,-157.85,0.0,15431.0,21943.0,498539423.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
120,0.0,0.0,0,0.0,37.89,-122.56,0.0,15121.0,25742.0,1448126181.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
121,0.0,0.0,0,0.0,37.83,-122.1,0.0,7419.0,13735.0,699728555.0,1.0,1,1.0,7,1,1.0,1.0,37.766666666666666,-122.41681818181819,8.0
122,0.0,300.0,3,2006.0,37.68,-122.13,0.0,12694.0,22564.0,526642169.0,5.0,7,1.6,7,1,3.2841979943558,1.1,41.23,-81.55,0.0
123,0.0,0.0,0,0.0,37.72,-122.44,0.0,38528.0,64941.0,1464419390.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
124,0.0,20.0,1,1987.0,37.46,-122.24,0.0,16211.0,27970.0,948416853.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
125,2000.0,6975.0,6,2008.0,37.84,-122.23,0.0,8780.0,13888.0,764370428.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
126,0.0,0.0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
127,0.0,100.0,1,2005.0,37.86,-122.25,0.0,5468.0,6826.0,177377060.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
128,0.0,0.0,0,0.0,37.74,-122.19,0.0,0.0,0.0,0.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
129,100.0,1275.0,15,1997.0,37.75,-122.43,0.0,20682.0,26380.0,1714366157.0,17.0,3,1.8235294117647058,8,1,1.272440291627559,0.9117647058823529,37.766666666666666,-122.41681818181819,42.0
130,0.0,0.0,0,0.0,37.74,-122.41,0.0,36921.0,53093.0,1906798448.0,1.0,2,1.0,7,1,4.0,0.0,38.20333333333333,-119.40249999999999,0.0
131,0.0,0.0,0,0.0,37.92,-122.51,0.0,4620.0,8134.0,385143099.0,1.0,1,2.0,8,1,2.0,2.0,36.876999999999995,-118.404,0.0
132,0.0,0.0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
133,0.0,0.0,0,0.0,37.29,-121.88,0.0,23964.0,41048.0,1782530007.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
134,0.0,0.0,0,0.0,37.86,-122.25,0.0,5468.0,6826.0,177377060.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
135,22.0,512.0,6,2005.0,37.75,-122.43,0.0,20682.0,26380.0,1714366157.0,9.0,3,1.8888888888888888,8,1,1.5789438873210555,0.9444444444444444,37.766666666666666,-122.41681818181819,42.0
136,0.0,0.0,0,0.0,37.86,-122.24,0.0,7199.0,10879.0,545562777.0,1.0,2,2.0,7,1,2.8363211223694464,0.0,38.20333333333333,-119.40249999999999,2.0
137,0.0,0.0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
138,0.0,0.0,0,0.0,37.36,-122.14,0.0,9764.0,17620.0,1521495606.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
139,0.0,4660.0,4,1998.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
140,0.0,0.0,0,0.0,37.83,-122.1,0.0,7419.0,13735.0,699728555.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
141,0.0,0.0,0,0.0,37.98,-122.15,0.0,22866.0,38654.0,1198693793.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
142,0.0,50.0,1,1998.0,42.35,-73.01,0.0,0.0,0.0,0.0,1.0,1,1.0,2,1,4.0,1.0,38.20333333333333,-119.40249999999999,0.0
143,0.0,0.0,0,0.0,37.36,-122.14,0.0,9764.0,17620.0,1521495606.0,6.0,2,2.0,7,1,1.6666666666666667,0.3333333333333333,41.23,-81.55,20.0
144,0.0,0.0,0,0.0,44.26,-88.39,0.0,13001.0,21355.0,449599112.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
145,0.0,0.0,0,0.0,37.77,-122.49,0.0,22211.0,34786.0,1197296599.0,3.0,8,2.0,8,1,3.0,1.0,37.766666666666666,-122.41681818181819,31.0
146,0.0,50.0,2,1996.0,37.9,-122.11,0.0,13674.0,24865.0,1326368388.0,1.0,1,1.0,8,1,2.0,1.0,38.15,-81.71,0.0
147,0.0,0.0,0,0.0,37.76,-122.39,0.0,14578.0,19741.0,1310454565.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
148,0.0,0.0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
149,0.0,100.0,1,2001.0,37.76,-122.48,0.0,30443.0,46850.0,1466564387.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
150,0.0,20.0,1,1995.0,37.86,-122.25,0.0,5468.0,6826.0,177377060.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
151,0.0,0.0,0,0.0,37.76,-122.44,0.0,21795.0,27878.0,1499767165.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
152,0.0,0.0,0,0.0,40.64,-73.94,0.0,46411.0,74527.0,1312405963.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
153,0.0,0.0,0,0.0,37.95,-122.07,0.0,16529.0,27947.0,968649079.0,2.0,6,1.0,0,1,3.0,0.75,38.15,-81.71,0.0
154,0.0,0.0,0,0.0,38.95,-92.32,0.0,0.0,0.0,0.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
155,0.0,0.0,0,0.0,37.55,-122.26,0.0,16810.0,29611.0,1407236709.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
156,0.0,25.0,1,2000.0,33.75,-118.13,0.0,17759.0,25619.0,1102203170.0,1.0,1,1.0,8,1,2.0,1.0,35.03842105263158,-102.58263157894737,0.0
157,0.0,0.0,0,0.0,37.78,-122.12,0.0,11401.0,18775.0,589432810.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
158,0.0,0.0,0,0.0,37.75,-122.43,0.0,20682.0,26380.0,1714366157.0,5.0,2,1.4,7,1,4.0,0.0,37.766666666666666,-122.41681818181819,7.0
159,0.0,0.0,0,0.0,37.71,-121.91,0.0,18953.0,34457.0,1435186123.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
160,0.0,150.0,2,2000.0,37.78,-121.99,0.0,20878.0,40007.0,0.0,1.0,6,1.0,8,1,2.0,0.5,38.15,-81.71,0.0
161,0.0,0.0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2,-1.0,7,0,-1.0,-1.0,0.0,0.0,0.0
